Virus,VirusGenus,VirusFamily,VirusOrder,VirusClass
Mouyassue virus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Moyuka partiti-like virus,,Picobirnaviridae,Durnavirales,Duplopiviricetes
Mpulungu bufavirus,Protoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Muarterivirus afrigant,Muarterivirus,Arteriviridae,Nidovirales,Pisoniviricetes
Mulberry orbivirus,Orbivirus,Reoviridae,Reovirales,Resentoviricetes
Mule deer alphaherpesvirus,,Herpesviridae,Herpesvirales,Herviviricetes
Mule deerpox virus,Cervidpoxvirus,Poxviridae,Chitovirales,Pokkesviricetes
Muleshoe hantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Mumps orthorubulavirus,Orthorubulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Munia coronavirus HKU13,Deltacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Muntjac deer atadenovirus KH-2015b,Atadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Muntjac deer mastadenovirus KH-2015,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Mupapillomavirus 1,Mupapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Mupapillomavirus 3,Mupapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Murid betaherpesvirus 1,Muromegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Murid betaherpesvirus 2,Muromegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Murid betaherpesvirus 8,Muromegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Murid gammaherpesvirus 4,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes
Murid gammaherpesvirus 7,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes
Murine-associated porcine bocavirus,Bocaparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Murine AIDS virus-related provirus,,Retroviridae,Ortervirales,Revtraviricetes
Murine astrovirus,,Astroviridae,Stellavirales,Stelpaviricetes
Murine astrovirus 1,,Astroviridae,Stellavirales,Stelpaviricetes
Murine astrovirus 2,,Astroviridae,Stellavirales,Stelpaviricetes
Murine chapparvovirus,Chapparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Murine circovirus,Circovirus,Circoviridae,Cirlivirales,Arfiviricetes
Murine coronavirus,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Murine feces-associated gemycircularvirus 1,Gemycircularvirus,Genomoviridae,Geplafuvirales,Repensiviricetes
Murine feces-associated gemycircularvirus 2,Gemycircularvirus,Genomoviridae,Geplafuvirales,Repensiviricetes
Murine feces-associated hepe-like virus,,Hepeviridae,Hepelivirales,Alsuviricetes
Murine feces-associated rhabdovirus,,Rhabdoviridae,Mononegavirales,Monjiviricetes
Murine herpesvirus,Muromegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Murine herpesvirus 72,,Herpesviridae,Herpesvirales,Herviviricetes
Murine leukemia-related retroviruses,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes
Murine leukemia virus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes
Murine mastadenovirus A,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Murine mastadenovirus B,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Murine mastadenovirus C,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Murine orthopneumovirus,Orthopneumovirus,Pneumoviridae,Mononegavirales,Monjiviricetes
Murine picobirnavirus 1,,Picobirnaviridae,Durnavirales,Duplopiviricetes
Murine picobirnavirus 2,,Picobirnaviridae,Durnavirales,Duplopiviricetes
Murine picobirnavirus 3,,Picobirnaviridae,Durnavirales,Duplopiviricetes
Murine respirovirus,Respirovirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Murine roseolovirus,Roseolovirus,Herpesviridae,Herpesvirales,Herviviricetes
Murine rotavirus,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Murine sapovirus,Sapovirus,Caliciviridae,Picornavirales,Pisoniviricetes
Murine xenotropic virus NZB,,Retroviridae,Ortervirales,Revtraviricetes
Murmansk microtuspox virus,Centapoxvirus,Poxviridae,Chitovirales,Pokkesviricetes
Murray Valley encephalitis virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes
Mus cervicolor cytomegalovirus 1,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Mus cervicolor rhadinovirus 1,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes
Mus musculus cytomegalovirus 2,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Mus musculus kobuvirus,Kobuvirus,Picornaviridae,Picornavirales,Pisoniviricetes
Mus musculus mobilized endogenous polytropic provirus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes
Mus musculus picornavirus,,Picornaviridae,Picornavirales,Pisoniviricetes
Mus musculus polyomavirus 1,Alphapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Mus musculus polyomavirus 2,Betapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Mus musculus polyomavirus 3,Betapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Mus musculus rhadinovirus 1,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes
Musk ox parapoxvirus,Parapoxvirus,Poxviridae,Chitovirales,Pokkesviricetes
Mustelid gammaherpesvirus 1,Percavirus,Herpesviridae,Herpesvirales,Herviviricetes
Mustelid gammaherpesvirus 2,,Herpesviridae,Herpesvirales,Herviviricetes
Mustelid gammaherpesvirus 3,,Herpesviridae,Herpesvirales,Herviviricetes
Mustelid herpesvirus-2,,Herpesviridae,Herpesvirales,Herviviricetes
MX polyomavirus,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Myeloproliferative leukemia virus,,Retroviridae,Ortervirales,Revtraviricetes
Myocastor coypus polyomavirus 1,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Myodes glareolus cytomegalovirus 1,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Myodes glareolus polyomavirus 1,Betapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Myodes glareolus rhadinovirus 1,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes
Myodes jeilongvirus,Jeilongvirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Myodes narmovirus,Narmovirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Myotis alcathoe betaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Myotis alphacoronavirus,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain MJ_26C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain MJ_27C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain MJ_2C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain MJ_51C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_10C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_11C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_12C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_13C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_15C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_16C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_17C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_18C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_19C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_20C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_21C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_31C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_33C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_34C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_39C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_3C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_41C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_42C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_44C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_45C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_46C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_47C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_48C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_50C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_54C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_5C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_7C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis Bat Alphacoronavirus strain YNXY_8C,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis bechsteinii betaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Myotis capaccinii gammaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Myotis daubentonii betaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Myotis daubentonii coronavirus,,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis daubentonii gammaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Myotis davidii coronavirus,,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis davidii polyomavirus 1,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Myotis emarginatus betaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Myotis emarginatus gammaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Myotis escalerai betaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Myotis escalerai betaherpesvirus 2,,Herpesviridae,Herpesvirales,Herviviricetes
Myotis gammaherpesvirus 8,,Herpesviridae,Herpesvirales,Herviviricetes
Myotis horsfieldii polyomavirus 1,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Myotis horsfieldii polyomavirus 3,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Myotis latirostis coronavirus,,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis myotis betaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Myotis myotis gammaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Myotis mystacinus betaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Myotis oxyotus betaherpesvirus,,Herpesviridae,Herpesvirales,Herviviricetes
Myotis ricketti alphacoronavirus Sax-2011,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myotis ricketti astrovirus 1,,Astroviridae,Stellavirales,Stelpaviricetes
Myotis ricketti herpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Myotis ricketti herpesvirus 2,,Herpesviridae,Herpesvirales,Herviviricetes
Myotis ricketti parvovirus,,Parvoviridae,Piccovirales,Quintoviricetes
Mystacina coronavirus New Zealand/2013,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Myxoma virus,Leporipoxvirus,Poxviridae,Chitovirales,Pokkesviricetes
Nacovirus A,Nacovirus,Caliciviridae,Picornavirales,Pisoniviricetes
Nairobi sheep disease orthonairovirus,Orthonairovirus,Nairoviridae,Bunyavirales,Ellioviricetes
Nanhai dogfish shark hepacivirus,Hepacivirus,Flaviviridae,Amarillovirales,Flasuviricetes
Nanhai dogfish shark pesti-like virus,,Flaviviridae,Amarillovirales,Flasuviricetes
Nanhai dogfish shark rotavirus,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Naples virus,,,,
Nariva narmovirus,Narmovirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Nasoule virus,,Rhabdoviridae,Mononegavirales,Monjiviricetes
Nathusius's pipistrelle adenovirus 1,,Adenoviridae,Rowavirales,Tectiliviricetes
Natorduori virus,,Arenaviridae,Bunyavirales,Ellioviricetes
Navarro virus,,Rhabdoviridae,Mononegavirales,Monjiviricetes
Ndumu virus,Alphavirus,Togaviridae,Martellivirales,Alsuviricetes
Nebovirus Bo/M3641/2011/HUN,Nebovirus,Caliciviridae,Picornavirales,Pisoniviricetes
Nebovirus Bo/MonastirB122/2007/TUN,Nebovirus,Caliciviridae,Picornavirales,Pisoniviricetes
Nebovirus Bo/MonastirB143/2009/TUN,Nebovirus,Caliciviridae,Picornavirales,Pisoniviricetes
Nebovirus Bo/MonastirB28/2006/TUN,Nebovirus,Caliciviridae,Picornavirales,Pisoniviricetes
Nebovirus Bo/MonastirB58/2006/TUN,Nebovirus,Caliciviridae,Picornavirales,Pisoniviricetes
Nebovirus Bo/MonastirB94-1/2007/TUN,Nebovirus,Caliciviridae,Picornavirales,Pisoniviricetes
Nebovirus FP-2014,Nebovirus,Caliciviridae,Picornavirales,Pisoniviricetes
Nebovirus NT-2014,Nebovirus,Caliciviridae,Picornavirales,Pisoniviricetes
Nebovirus sp.,Nebovirus,Caliciviridae,Picornavirales,Pisoniviricetes
Necocli orthohantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Necromys lasiurus Hepatitis E virus,Orthohepevirus,Hepeviridae,Hepelivirales,Alsuviricetes
Neixiang Md bat coronavirus,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Nelson Bay orthoreovirus,Orthoreovirus,Reoviridae,Reovirales,Resentoviricetes
Neomys anomalus hantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Neotoma cinerea papillomavirus 1,,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Neotoma cinerea papillomavirus 2,,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Neotropic cormorant aviadenovirus,Aviadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Neotropic cormorant herpesvirus,,Herpesviridae,Herpesvirales,Herviviricetes
Ness Ziona virus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes
Neurergus crocatus ranavirus,Ranavirus,Iridoviridae,Pimascovirales,Megaviricetes
New Jersey vesiculovirus,Vesiculovirus,Rhabdoviridae,Mononegavirales,Monjiviricetes
New York hantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Newbury 1 virus,Nebovirus,Caliciviridae,Picornavirales,Pisoniviricetes
Newfound Gap hantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Newman partiti-like virus,,Partitiviridae,Durnavirales,Duplopiviricetes
Newt HDV-like virus,Deltavirus,,,
Nile crocodilepox virus,Crocodylidpoxvirus,Poxviridae,Chitovirales,Pokkesviricetes
Niminivirus,,Geminiviridae,Geplafuvirales,Repensiviricetes
Nipah henipavirus,Henipavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Nishimuro ledantevirus,Ledantevirus,Rhabdoviridae,Mononegavirales,Monjiviricetes
Niviventer confucianus hunnivirus,Hunnivirus,Picornaviridae,Picornavirales,Pisoniviricetes
Niviventer confucianus picornavirus,,,Picornavirales,Pisoniviricetes
NL63-related bat coronavirus strain BtKYNL63-9b,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Nodaviridae sp.,,Nodaviridae,Nodamuvirales,Magsaviricetes
Nordenskjold virus,,,,
Norovirus Hu/Afyon/65/2007/TR,Sapovirus,Caliciviridae,Picornavirales,Pisoniviricetes
Norovirus sp.,Norovirus,Caliciviridae,Picornavirales,Pisoniviricetes
North American arenavirus strain B0940005,Arenavirus,Arenaviridae,Bunyavirales,Ellioviricetes
North American arenavirus strain F0190012,Arenavirus,Arenaviridae,Bunyavirales,Ellioviricetes
North American arenavirus strain P0070018,Arenavirus,Arenaviridae,Bunyavirales,Ellioviricetes
Northern bat adenovirus 1,,Adenoviridae,Rowavirales,Tectiliviricetes
Northern elephant seal herpesvirus,,Herpesviridae,Herpesvirales,Herviviricetes
Northern fur seal polyoma virus,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Northern red-backed vole stool-associated circular virus 11,,,,
Northern red-backed vole stool-associated circular virus 116,,,,
Northern red-backed vole stool-associated circular virus 117,,,,
Northern red-backed vole stool-associated circular virus 16,,,,
Northern red-backed vole stool-associated circular virus 68,,,,
Northern red-backed vole stool-associated gemycircularvirus 110,Gemycircularvirus,Genomoviridae,Geplafuvirales,Repensiviricetes
Norwalk virus,Norovirus,Caliciviridae,Picornavirales,Pisoniviricetes
Norway rat arterivirus,,Arteriviridae,Nidovirales,Pisoniviricetes
Norway rat hunnivirus,Hunnivirus,Picornaviridae,Picornavirales,Pisoniviricetes
Norway rat kobuvirus 1,Kobuvirus,Picornaviridae,Picornavirales,Pisoniviricetes
Norway rat kobuvirus 2,Kobuvirus,Picornaviridae,Picornavirales,Pisoniviricetes
Norway rat pegivirus,Pegivirus,Flaviviridae,Amarillovirales,Flasuviricetes
Norway rat pestivirus,Pestivirus,Flaviviridae,Amarillovirales,Flasuviricetes
Nova mobatvirus,Mobatvirus,Hantaviridae,Bunyavirales,Ellioviricetes
Ntwetwe virus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes
NY_014 poxvirus,Centapoxvirus,Poxviridae,Chitovirales,Pokkesviricetes
Nyangole orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes
Nyctalus lasiopterus betaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Nyctalus lasiopterus gammaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Nyctalus leisleri betaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Nyctalus leisleri gammaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Nyctalus noctula betaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Nyctalus velutinus alphacoronavirus SC-2013,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Nycticebus coucang betaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Nyctophilus geoffroyi adenovirus,,Adenoviridae,Rowavirales,Tectiliviricetes
Nyctophilus gouldi adenovirus,,Adenoviridae,Rowavirales,Tectiliviricetes
O'Leary virus,,,,
Oates virus,,,,
Odobenus rosmarus divergens herpesvirus,,Herpesviridae,Herpesvirales,Herviviricetes
Odocoileus hemionus endogenous retrovirus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes
Odontoglossum ringspot virus,Tobamovirus,Virgaviridae,Martellivirales,Alsuviricetes
Oita ledantevirus,Ledantevirus,Rhabdoviridae,Mononegavirales,Monjiviricetes
Oita rhabdovirus 296/1972,,Rhabdoviridae,Mononegavirales,Monjiviricetes
Okahandja mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes
Okapia johnstoni papillomavirus 1,,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Oligodon snake nidovirus 1,Kukrinivirus,Olifoviridae,Nidovirales,Pisoniviricetes
Oliveros mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes
Olivier's shrew virus 2,,Arteriviridae,Nidovirales,Pisoniviricetes
Olivier's shrew virus 3,,Arteriviridae,Nidovirales,Pisoniviricetes
Omdraaivlei virus,,Arenaviridae,Bunyavirales,Ellioviricetes
Omikronpapillomavirus 1,Omikronpapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Omsk hemorrhagic fever virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes
Ondatra zibethicus cytomegalovirus 1,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Onychoprion fuscatus alphaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Onyong-nyong virus,Alphavirus,Togaviridae,Martellivirales,Alsuviricetes
Opheodrys herpes virus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Opossum tetraparvovirus,Tetraparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Opossum torque teno virus,,Anelloviridae,,
Orbivirus PREDICT_Orbi-6,Orbivirus,Reoviridae,Reovirales,Resentoviricetes
Orbivirus sp.,Orbivirus,Reoviridae,Reovirales,Resentoviricetes
Orca astrovirus 1,,Astroviridae,Stellavirales,Stelpaviricetes
Orcinus orca papillomavirus SW2001/234,,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Orf virus,Parapoxvirus,Poxviridae,Chitovirales,Pokkesviricetes
Oriboca orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes
Oriental small-clawed otter gammaherpesvirus,,Herpesviridae,Herpesvirales,Herviviricetes
Orivirus A,Orivirus,Picornaviridae,Picornavirales,Pisoniviricetes
Ornate chorus frog influenza-like virus,,Orthomyxoviridae,Articulavirales,Insthoviricetes
Orogrande virus,Arenavirus,Arenaviridae,Bunyavirales,Ellioviricetes
Oropouche orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes
Orthobunyavirus FSL2923,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes
Orthobunyavirus sp.,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes
Orthohantavirus sp.,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Orthohepevirus A,Orthohepevirus,Hepeviridae,Hepelivirales,Alsuviricetes
Orthohepevirus B,Orthohepevirus,Hepeviridae,Hepelivirales,Alsuviricetes
Orthohepevirus C,Orthohepevirus,Hepeviridae,Hepelivirales,Alsuviricetes
Orthohepevirus D,Orthohepevirus,Hepeviridae,Hepelivirales,Alsuviricetes
Orthopneumovirus sp.,Orthopneumovirus,Pneumoviridae,Mononegavirales,Monjiviricetes
Orthopoxvirus GCP2010,Orthopoxvirus,Poxviridae,Chitovirales,Pokkesviricetes
