Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,VirusFlagContaminant,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,NCBIAccession,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay
miniopterus schreibersii,bat paramyxovirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KY783904,2017,6,17,2016,3,9
miniopterus schreibersii,bat parvovirus btbv_v3,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,protoparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KR078343,2015,6,21,2013,8,23
miniopterus schreibersii,bat parvovirus btbv_v7,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,protoparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KR078344,2015,6,21,2013,8,23
miniopterus schreibersii,bat picornavirus 1,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ595341,2011,8,16,2008,10,17
miniopterus schreibersii,bat polyomavirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,polyomaviridae,sepolyvirales,papovaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,LC426529,2019,5,31,2016,NA,NA
miniopterus schreibersii,chiropteran bocaparvovirus 4,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,bocaparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KU321654,2016,10,25,2013,5,15
miniopterus schreibersii,chiropteran dependoparvovirus 1,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,dependoparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU226888,2010,8,16,2007,9,NA
miniopterus schreibersii,circo-like virus croatia 17_s17,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK241555,2019,2,12,2017,NA,NA
miniopterus schreibersii,dyotaupapillomavirus 1,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,dyotaupapillomavirus,papillomaviridae,zurhausenvirales,papovaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ814848,2012,6,6,2010,12,NA
miniopterus schreibersii,hepatitis b virus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,orthohepadnavirus,hepadnaviridae,blubervirales,revtraviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG457468,2017,12,20,2014,NA,NA
miniopterus schreibersii,herpesviridae sp.,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KR261901,2015,10,10,2011,10,13
miniopterus schreibersii,japanese encephalitis virus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,flavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JX093498,2012,8,6,2008,NA,NA
miniopterus schreibersii,lleida bat lyssavirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,lyssavirus,rhabdoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JX402204,2013,5,7,2012,3,12
miniopterus schreibersii,lloviu cuevavirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,cuevavirus,filoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JF828358,2011,10,30,2003,NA,NA
miniopterus schreibersii,lushi ml bat coronavirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KF294378,2014,10,30,2012,NA,NA
miniopterus schreibersii,miniopterus bat coronavirus btcov/3710,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP876518,2016,2,28,2012,8,NA
miniopterus schreibersii,miniopterus bat coronavirus btcov/3728-1,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP876521,2016,2,28,2012,8,NA
miniopterus schreibersii,miniopterus bat coronavirus btcov/3728-2,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP876522,2016,2,28,2012,8,NA
miniopterus schreibersii,miniopterus bat coronavirus btcov/3767,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP876542,2016,2,28,2012,8,NA
miniopterus schreibersii,miniopterus bat coronavirus btcov/3983,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP876517,2016,2,28,2012,9,NA
miniopterus schreibersii,miniopterus bat coronavirus btcov/4001-1,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP876510,2016,2,28,2012,9,NA
miniopterus schreibersii,miniopterus bat coronavirus btcov/4001-2,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP876511,2016,2,28,2012,9,NA
miniopterus schreibersii,miniopterus bat coronavirus btcov/4036-1,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP876519,2016,2,28,2012,9,NA
miniopterus schreibersii,miniopterus bat coronavirus btcov/4036-2,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP876520,2016,2,28,2012,9,NA
miniopterus schreibersii,miniopterus bat coronavirus btcov/4039,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP876538,2016,2,28,2012,9,NA
miniopterus schreibersii,miniopterus bat coronavirus btcov/4056-1,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP876523,2016,2,28,2012,9,NA
miniopterus schreibersii,miniopterus bat coronavirus btcov/4056-2,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP876524,2016,2,28,2012,9,NA
miniopterus schreibersii,miniopterus bat coronavirus btcov/4068-1,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP876507,2016,2,28,2012,9,NA
miniopterus schreibersii,miniopterus bat coronavirus btcov/4068-2,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP876508,2016,2,28,2012,9,NA
miniopterus schreibersii,miniopterus bat coronavirus hku8,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KX285434,2017,11,14,2008,5,28
miniopterus schreibersii,miniopterus picornavirus 1,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MF352419,2018,5,19,2012,NA,NA
miniopterus schreibersii,miniopterus picornavirus 2,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MF352427,2018,5,19,2012,NA,NA
miniopterus schreibersii,miniopterus schreibersi polyomavirus 3,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,polyomaviridae,sepolyvirales,papovaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,LC426671,2019,5,31,2016,NA,NA
miniopterus schreibersii,miniopterus schreibersi polyomavirus 4,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,polyomaviridae,sepolyvirales,papovaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,LC426672,2019,5,31,2016,NA,NA
miniopterus schreibersii,miniopterus schreibersii astrovirus 1,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ814856,2012,6,9,2010,12,NA
miniopterus schreibersii,miniopterus schreibersii astrovirus 10,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ814865,2012,6,9,2010,12,NA
miniopterus schreibersii,miniopterus schreibersii astrovirus 11,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ814867,2012,6,9,2010,12,NA
miniopterus schreibersii,miniopterus schreibersii astrovirus 12,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ814866,2012,6,9,2010,12,NA
miniopterus schreibersii,miniopterus schreibersii astrovirus 13,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ814871,2012,6,9,2010,12,NA
miniopterus schreibersii,miniopterus schreibersii astrovirus 2,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ814857,2012,6,9,2010,12,NA
miniopterus schreibersii,miniopterus schreibersii astrovirus 3,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ814858,2012,6,9,2010,12,NA
miniopterus schreibersii,miniopterus schreibersii astrovirus 4,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ814859,2012,6,9,2010,12,NA
miniopterus schreibersii,miniopterus schreibersii astrovirus 5,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ814860,2012,6,9,2010,12,NA
miniopterus schreibersii,miniopterus schreibersii astrovirus 6,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ814861,2012,6,9,2010,12,NA
miniopterus schreibersii,miniopterus schreibersii astrovirus 7,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ814862,2012,6,9,2010,12,NA
miniopterus schreibersii,miniopterus schreibersii astrovirus 8,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ814863,2012,6,9,2010,12,NA
miniopterus schreibersii,miniopterus schreibersii astrovirus 9,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ814864,2012,6,9,2010,12,NA
miniopterus schreibersii,miniopterus schreibersii bat coronavirus 1-related,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN611524,2019,12,31,2018,3,NA
miniopterus schreibersii,miniopterus schreibersii betaherpesvirus 2,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KR608283,2017,2,21,NA,NA,NA
miniopterus schreibersii,miniopterus schreibersii betaherpesvirus 3,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JX294548,2013,12,31,NA,NA,NA
miniopterus schreibersii,miniopterus schreibersii gammaherpesvirus 1,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KR608278,2017,2,21,NA,NA,NA
miniopterus schreibersii,miniopterus schreibersii paramyxovirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KC154054,2013,12,11,2011,11,NA
miniopterus schreibersii,miniopterus schreibersii parvovirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KC154061,2013,12,11,2011,9,NA
miniopterus schreibersii,miniopterus schreibersii polyomavirus 1,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,alphapolyomavirus,polyomaviridae,sepolyvirales,papovaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,LC185213,2017,3,14,2012,NA,NA
miniopterus schreibersii,miniopterus schreibersii polyomavirus 2,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,alphapolyomavirus,polyomaviridae,sepolyvirales,papovaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,LC185216,2017,3,14,2012,NA,NA
miniopterus schreibersii,miniopterus schreibersii rhabdovirus 1,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,rhabdoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JX276981,2013,1,9,2008,NA,NA
miniopterus schreibersii,mischivirus a,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mischivirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ814851,2012,6,6,2010,12,NA
miniopterus schreibersii,mischivirus b,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mischivirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP054273,2015,1,12,2013,NA,NA
miniopterus schreibersii,rotavirus j,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,rotavirus,reoviridae,reovirales,resentoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KX756619,2016,12,27,2014,10,3
miniopterus schreibersii,schreiber's bent-winged bat adenovirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG912927,2018,4,23,2016,5,NA
miniopterus schreibersii,severe acute respiratory syndrome-related coronavirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KF294439,2014,10,30,2012,NA,NA
miniopterus schreibersii,shanbavirus a,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,shanbavirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP054274,2015,1,12,2013,NA,NA
miniopterus schreibersii,unidentified adenovirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mastadenovirus,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KY321918,2017,7,30,2015,11,28
miniopterus sororculus,bat paramyxovirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KU356211,2016,4,18,2013,4,1
miniopterus sororculus,miniopterus sororculus paramyxovirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ886104,2012,9,24,2011,1,1
miopithecus ogouensis,simian immunodeficiency virus,NA,NA,NA,TRUE,miopithecus,cercopithecidae,primates,mammalia,NA,NA,lentivirus,retroviridae,ortervirales,revtraviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AF478594,2002,2,26,NA,NA,NA
miopithecus talapoin,miopithecus talapoin lymphocryptovirus 1,NA,NA,NA,TRUE,miopithecus,cercopithecidae,primates,mammalia,NA,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AY608708,2006,4,12,NA,NA,NA
miopithecus talapoin,simian foamy virus,NA,NA,NA,TRUE,miopithecus,cercopithecidae,primates,mammalia,NA,NA,spumavirus,retroviridae,ortervirales,revtraviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AY278787,2004,3,22,NA,NA,NA
mirounga angustirostris,influenza a virus,NA,NA,NA,TRUE,mirounga,phocidae,carnivora,mammalia,NA,NA,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JX865419,2013,1,30,2010,5,NA
mirounga angustirostris,northern elephant seal herpesvirus,NA,NA,NA,TRUE,mirounga,phocidae,carnivora,mammalia,NA,NA,NA,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,DQ183057,2005,9,21,NA,NA,NA
mirounga angustirostris,phocine adenovirus 1,NA,NA,NA,TRUE,mirounga,phocidae,carnivora,mammalia,NA,NA,mastadenovirus,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JX244191,2013,1,1,2009,NA,NA
mirounga angustirostris,seal parapoxvirus,NA,NA,NA,TRUE,mirounga,phocidae,carnivora,mammalia,NA,NA,parapoxvirus,poxviridae,chitovirales,pokkesviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK282881,2019,7,20,2013,5,29
mitu mitu,fowl adenovirus,NA,NA,NA,TRUE,mitu,cracidae,galliformes,aves,NA,NA,aviadenovirus,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KJ666643,2014,6,23,2013,7,7
mniotilta varia,mermet orthobunyavirus,NA,NA,NA,TRUE,mniotilta,parulidae,passeriformes,aves,NA,NA,orthobunyavirus,peribunyaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KY555811,2017,10,11,2002,10,11
molossops neglectus,rabies lyssavirus,NA,NA,NA,TRUE,molossops,molossidae,chiroptera,mammalia,NA,NA,lyssavirus,rhabdoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HM014316,2010,7,27,2005,NA,NA
molossus coibensis,molossus coibensis gammaherpesvirus 1,NA,NA,NA,TRUE,molossus,molossidae,chiroptera,mammalia,NA,NA,NA,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN850459,2020,5,30,NA,NA,NA
molossus coibensis,molossus coibensis gammaherpesvirus a,NA,NA,NA,TRUE,molossus,molossidae,chiroptera,mammalia,NA,NA,NA,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN850482,2020,5,30,NA,NA,NA
molossus currentium,coronavirus btcov/brap103/mol_cur/bra/2009,NA,NA,NA,TRUE,molossus,molossidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ731800,2013,6,12,2009,NA,NA
molossus molossus,bat coronavirus,NA,NA,NA,TRUE,molossus,molossidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KX094982,2017,12,26,2011,2,NA
molossus molossus,molossus molossus betaherpesvirus 1,NA,NA,NA,TRUE,molossus,molossidae,chiroptera,mammalia,NA,NA,NA,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN850443,2020,5,30,NA,NA,NA
