HostOriginal,Accession,HostFlagID,VirusOriginal,CollectionYear,CollectionMonth,CollectionDay,ReleaseYear,ReleaseMonth,ReleaseDay,Database,DatabaseVersion,DetectionMethod,Virus,VirusGenus,VirusFamily,VirusOrder,VirusNCBIResolved,VirusTaxID,VirusClass,HostTaxID,HostNCBIResolved,Host,HostGenus,HostFamily,HostOrder,HostClass
Artibeus obscurus,NA,FALSE,Juquitiba Virus,2013,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Juquitiba virus,Orthohantavirus,Hantaviridae,Bunyavirales,TRUE,430511,Ellioviricetes,40228,TRUE,Artibeus obscurus,Artibeus,Phyllostomidae,Chiroptera,Mammalia
Myotis albescens,NA,FALSE,Juquitiba Virus,2013,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Juquitiba virus,Orthohantavirus,Hantaviridae,Bunyavirales,TRUE,430511,Ellioviricetes,159322,TRUE,Myotis albescens,Myotis,Vespertilionidae,Chiroptera,Mammalia
Mesophylla macconnelli,NA,FALSE,Juquitiba Virus,2011,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Juquitiba virus,Orthohantavirus,Hantaviridae,Bunyavirales,TRUE,430511,Ellioviricetes,148094,TRUE,Mesophylla macconnelli,Mesophylla,Phyllostomidae,Chiroptera,Mammalia
Carollia perspicillata,NA,FALSE,Juquitiba Virus,2011,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Juquitiba virus,Orthohantavirus,Hantaviridae,Bunyavirales,TRUE,430511,Ellioviricetes,40233,TRUE,Carollia perspicillata,Carollia,Phyllostomidae,Chiroptera,Mammalia
Carollia sowelli,KX442770,FALSE,PREDICT_HantaV-3,2010,10,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Hantavirus HantaV-3,Orthohantavirus,Hantaviridae,Bunyavirales,TRUE,2559109,Ellioviricetes,208969,TRUE,Carollia sowelli,Carollia,Phyllostomidae,Chiroptera,Mammalia
Carollia sowelli,KX442771,FALSE,PREDICT_HantaV-2,2010,10,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Hantavirus HantaV-2,Orthohantavirus,Hantaviridae,Bunyavirales,TRUE,2559108,Ellioviricetes,208969,TRUE,Carollia sowelli,Carollia,Phyllostomidae,Chiroptera,Mammalia
Carollia sowelli,KX442772,FALSE,PREDICT_HantaV-2,2010,10,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Hantavirus HantaV-2,Orthohantavirus,Hantaviridae,Bunyavirales,TRUE,2559108,Ellioviricetes,208969,TRUE,Carollia sowelli,Carollia,Phyllostomidae,Chiroptera,Mammalia
Macaca mulatta,KT599616,FALSE,strain of Human BK Polyomavirus,2013,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Human polyomavirus 1,Betapolyomavirus,Polyomaviridae,Sepolyvirales,TRUE,1891762,Papovaviricetes,9544,TRUE,Macaca mulatta,Macaca,Cercopithecidae,Primates,Mammalia
Macaca mulatta,KT599617,FALSE,strain of Human BK Polyomavirus,2013,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Human polyomavirus 1,Betapolyomavirus,Polyomaviridae,Sepolyvirales,TRUE,1891762,Papovaviricetes,9544,TRUE,Macaca mulatta,Macaca,Cercopithecidae,Primates,Mammalia
Macaca mulatta,KT599618,FALSE,strain of Human BK Polyomavirus,2013,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Human polyomavirus 1,Betapolyomavirus,Polyomaviridae,Sepolyvirales,TRUE,1891762,Papovaviricetes,9544,TRUE,Macaca mulatta,Macaca,Cercopithecidae,Primates,Mammalia
Macaca mulatta,KT599619,FALSE,strain of Human BK Polyomavirus,2013,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Human polyomavirus 1,Betapolyomavirus,Polyomaviridae,Sepolyvirales,TRUE,1891762,Papovaviricetes,9544,TRUE,Macaca mulatta,Macaca,Cercopithecidae,Primates,Mammalia
Malacomys longipes,KY054339,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,112226,TRUE,Malacomys longipes,Malacomys,Muridae,Rodentia,Mammalia
Heimyscus fumosus,KY054340,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,209871,TRUE,Heimyscus fumosus,Heimyscus,Muridae,Rodentia,Mammalia
Mus musculoides,KY054341,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,KY054342,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,KY054343,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,KY054344,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,KY054345,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,KY054346,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,KY054347,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,KY054348,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,KY054349,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Macaca mulatta,KT599738,FALSE,PREDICT_PyV-31,2013,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Polyomavirus PREDICT_PyV-31,NA,Polyomaviridae,Sepolyvirales,TRUE,1717209,Papovaviricetes,9544,TRUE,Macaca mulatta,Macaca,Cercopithecidae,Primates,Mammalia
Macaca mulatta,KC692401,FALSE,PREDICT_PyV-31,2013,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Polyomavirus PgPyV-2,NA,Polyomaviridae,Sepolyvirales,TRUE,1403218,Papovaviricetes,9544,TRUE,Macaca mulatta,Macaca,Cercopithecidae,Primates,Mammalia
Macaca mulatta,KT599740,FALSE,PREDICT_PyV-31,2013,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Polyomavirus PREDICT_PyV-31,NA,Polyomaviridae,Sepolyvirales,TRUE,1717209,Papovaviricetes,9544,TRUE,Macaca mulatta,Macaca,Cercopithecidae,Primates,Mammalia
Heliosciurus gambianus,MK489410,FALSE,PREDICT_PyV-28,2012,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Polyomavirus PREDICT_PyV-28,NA,Polyomaviridae,Sepolyvirales,TRUE,2710902,Papovaviricetes,1235482,TRUE,Heliosciurus gambianus,Heliosciurus,Sciuridae,Rodentia,Mammalia
Thryonomys sp.,MK489409,FALSE,PREDICT_PyV-34,2013,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Polyomavirus PREDICT_PyV-34,NA,Polyomaviridae,Sepolyvirales,TRUE,2710905,Papovaviricetes,10168,TRUE,NA,Thryonomys,Thryonomyidae,Rodentia,Mammalia
Scotophilus kuhlii,KX858491,FALSE,strain of Bat Astrovirus SK/HK68/HK14/HK15/CHN/2007,2012,5,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat astrovirus SK/HK68/HK14/HK15/CHN/2007,Mamastrovirus,Astroviridae,Stellavirales,TRUE,1966685,Stelpaviricetes,153297,TRUE,Scotophilus kuhlii,Scotophilus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus magnater,KY054280,FALSE,strain of Miniopterus fuliginosus Astrovirus XMM445,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Miniopterus fuliginosus astrovirus XMM445,Mamastrovirus,Astroviridae,Stellavirales,TRUE,2559938,Stelpaviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus magnater,KY054281,FALSE,strain of Miniopterus fuliginosus Astrovirus XMM445,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Miniopterus fuliginosus astrovirus XMM445,Mamastrovirus,Astroviridae,Stellavirales,TRUE,2559938,Stelpaviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus magnater,KY054282,FALSE,strain of Miniopterus fuliginosus Astrovirus XMM445,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Miniopterus fuliginosus astrovirus XMM445,Mamastrovirus,Astroviridae,Stellavirales,TRUE,2559938,Stelpaviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus magnater,KY054283,FALSE,strain of Miniopterus fuliginosus Astrovirus XMM445,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Miniopterus fuliginosus astrovirus XMM445,Mamastrovirus,Astroviridae,Stellavirales,TRUE,2559938,Stelpaviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus magnater,KY054284,FALSE,strain of Miniopterus fuliginosus Astrovirus XMM445,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Miniopterus fuliginosus astrovirus XMM445,Mamastrovirus,Astroviridae,Stellavirales,TRUE,2559938,Stelpaviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus magnater,KY054286,FALSE,strain of Miniopterus schreibersii Astrovirus 4,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Miniopterus schreibersii astrovirus 4,NA,Astroviridae,Stellavirales,TRUE,1195287,Stelpaviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Rhinolophus coelophyllus,KY054287,FALSE,strain of Miniopterus schreibersii Astrovirus 4,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Miniopterus schreibersii astrovirus 4,NA,Astroviridae,Stellavirales,TRUE,1195287,Stelpaviricetes,867891,TRUE,Rhinolophus coelophyllus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Hipposideros larvatus,KY054288,FALSE,strain of Miniopterus schreibersii Astrovirus 4,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Miniopterus schreibersii astrovirus 4,NA,Astroviridae,Stellavirales,TRUE,1195287,Stelpaviricetes,175524,TRUE,Hipposideros larvatus,Hipposideros,Hipposideridae,Chiroptera,Mammalia
Miniopterus magnater,KY054289,FALSE,strain of Miniopterus schreibersii Astrovirus 4,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Miniopterus schreibersii astrovirus 4,NA,Astroviridae,Stellavirales,TRUE,1195287,Stelpaviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus magnater,KY054290,FALSE,strain of Miniopterus schreibersii Astrovirus 4,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Miniopterus schreibersii astrovirus 4,NA,Astroviridae,Stellavirales,TRUE,1195287,Stelpaviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus magnater,KY054291,FALSE,strain of Miniopterus schreibersii Astrovirus 4,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Miniopterus schreibersii astrovirus 4,NA,Astroviridae,Stellavirales,TRUE,1195287,Stelpaviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus magnater,KY054292,FALSE,strain of Miniopterus schreibersii Astrovirus 4,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Miniopterus schreibersii astrovirus 4,NA,Astroviridae,Stellavirales,TRUE,1195287,Stelpaviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus magnater,KY054293,FALSE,strain of Miniopterus schreibersii Astrovirus 4,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Miniopterus schreibersii astrovirus 4,NA,Astroviridae,Stellavirales,TRUE,1195287,Stelpaviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Ia io,KX285196,FALSE,strain of Vespertilionid betacoronavirus,2013,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Vespertilionid betacoronavirus,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,2042701,Pisoniviricetes,360967,TRUE,Ia io,Ia,Vespertilionidae,Chiroptera,Mammalia
Rhinolophus ferrumequinum,KX285155,FALSE,strain of Bat coronavirus A977/A970,2013,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus A977/A970,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042700,Pisoniviricetes,59479,TRUE,Rhinolophus ferrumequinum,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Hipposideros larvatus,KX284936,FALSE,strain of Bat coronavirus Hipposideros/Ractcha-67/THA/2007,2012,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus Hipposideros/Ratcha-67/THA/2007,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,1018469,Pisoniviricetes,175524,TRUE,Hipposideros larvatus,Hipposideros,Hipposideridae,Chiroptera,Mammalia
Hipposideros larvatus,KX284937,FALSE,strain of Bat coronavirus Hipposideros/Ractcha-67/THA/2007,2012,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus Hipposideros/Ratcha-67/THA/2007,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,1018469,Pisoniviricetes,175524,TRUE,Hipposideros larvatus,Hipposideros,Hipposideridae,Chiroptera,Mammalia
Hipposideros larvatus,KX285472,FALSE,strain of Bat coronavirus Hipposideros/KT/Thailand/2007,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus Hipposideros/KT/Thailand/2007,NA,Coronaviridae,Nidovirales,TRUE,890398,Pisoniviricetes,175524,TRUE,Hipposideros larvatus,Hipposideros,Hipposideridae,Chiroptera,Mammalia
Vespertilio sinensis,KX285223,FALSE,strain of BtVs-BetaCoV/SC2013,2013,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,1335626,Pisoniviricetes,105273,TRUE,Vespertilio sinensis,Vespertilio,Vespertilionidae,Chiroptera,Mammalia
Dyacopterus spadiceus,KX285112,FALSE,strain of Philippines/Diliman1525G2/2008,2013,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus Philippines/Diliman1525G2/2008,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,702734,Pisoniviricetes,326081,TRUE,Dyacopterus spadiceus,Dyacopterus,Pteropodidae,Chiroptera,Mammalia
Cynopterus horsfieldii,KX285113,FALSE,strain of Philippines/Diliman1525G2/2008,2013,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus Philippines/Diliman1525G2/2008,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,702734,Pisoniviricetes,298109,TRUE,Cynopterus horsfieldii,Cynopterus,Pteropodidae,Chiroptera,Mammalia
Deomys ferrugineus,KX285508,FALSE,PREDICT_CoV-58,2014,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-58,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042582,Pisoniviricetes,106343,TRUE,Deomys ferrugineus,Deomys,Muridae,Rodentia,Mammalia
Myotis daubentonii,KX285201,FALSE,PREDICT_CoV-59,2013,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-59,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042583,Pisoniviricetes,98922,TRUE,Myotis daubentonii,Myotis,Vespertilionidae,Chiroptera,Mammalia
Myotis daubentonii,KX285202,FALSE,PREDICT_CoV-59,2013,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-59,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042583,Pisoniviricetes,98922,TRUE,Myotis daubentonii,Myotis,Vespertilionidae,Chiroptera,Mammalia
Myotis daubentonii,KX285203,FALSE,PREDICT_CoV-59,2013,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-59,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042583,Pisoniviricetes,98922,TRUE,Myotis daubentonii,Myotis,Vespertilionidae,Chiroptera,Mammalia
Myotis daubentonii,KX285204,FALSE,PREDICT_CoV-59,2013,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-59,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042583,Pisoniviricetes,98922,TRUE,Myotis daubentonii,Myotis,Vespertilionidae,Chiroptera,Mammalia
Myotis daubentonii,KX285205,FALSE,PREDICT_CoV-59,2013,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-59,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042583,Pisoniviricetes,98922,TRUE,Myotis daubentonii,Myotis,Vespertilionidae,Chiroptera,Mammalia
Myotis daubentonii,KX285206,FALSE,PREDICT_CoV-59,2013,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-59,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042583,Pisoniviricetes,98922,TRUE,Myotis daubentonii,Myotis,Vespertilionidae,Chiroptera,Mammalia
Pipistrellus pipistrellus,KX285198,FALSE,PREDICT_CoV-60,2013,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-60,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042584,Pisoniviricetes,59474,TRUE,Pipistrellus pipistrellus,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia
Myotis longipes,KX285194,FALSE,PREDICT_CoV-60,2013,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-60,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042584,Pisoniviricetes,587652,TRUE,Myotis longipes,Myotis,Vespertilionidae,Chiroptera,Mammalia
Pipistrellus pipistrellus,KX285210,FALSE,PREDICT_CoV-61,2013,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-61,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042585,Pisoniviricetes,59474,TRUE,Pipistrellus pipistrellus,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia
Pipistrellus pipistrellus,KX285211,FALSE,PREDICT_CoV-61,2013,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-61,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042585,Pisoniviricetes,59474,TRUE,Pipistrellus pipistrellus,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia
Pipistrellus pipistrellus,KX285212,FALSE,PREDICT_CoV-61,2013,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-61,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042585,Pisoniviricetes,59474,TRUE,Pipistrellus pipistrellus,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia
Pipistrellus pipistrellus,KX285213,FALSE,PREDICT_CoV-61,2013,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-61,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042585,Pisoniviricetes,59474,TRUE,Pipistrellus pipistrellus,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia
Rhinolophus sinicus,KX285180,FALSE,strain of SARS-related betacoronavirus Rp3/2004,2013,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694009,Pisoniviricetes,89399,TRUE,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus sinicus,KX285181,FALSE,strain of SARS-related betacoronavirus Rp3/2004,2013,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694009,Pisoniviricetes,89399,TRUE,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus sinicus,KX285182,FALSE,strain of SARS-related betacoronavirus Rp3/2004,2013,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694009,Pisoniviricetes,89399,TRUE,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Hipposideros armiger,KX285135,FALSE,strain of SARS-related betacoronavirus Rp3/2004,2013,3,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694009,Pisoniviricetes,186990,TRUE,Hipposideros armiger,Hipposideros,Hipposideridae,Chiroptera,Mammalia
Hipposideros armiger,KX285136,FALSE,strain of SARS-related betacoronavirus Rp3/2004,2013,3,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694009,Pisoniviricetes,186990,TRUE,Hipposideros armiger,Hipposideros,Hipposideridae,Chiroptera,Mammalia
Rhinolophus sinicus,KX285220,FALSE,strain of SARS-related betacoronavirus Rp3/2004,2013,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694009,Pisoniviricetes,89399,TRUE,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus ferrumequinum,KX285156,FALSE,strain of SARS-related betacoronavirus Rp3/2004,2013,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694009,Pisoniviricetes,59479,TRUE,Rhinolophus ferrumequinum,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinophylla pumilio,NA,FALSE,PREDICT_HV-63,2011,9,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-63,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,138707,TRUE,Rhinophylla pumilio,Rhinophylla,Phyllostomidae,Chiroptera,Mammalia
Cercopithecus ascanius,NA,FALSE,PREDICT_HV-85,2010,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-85,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,36223,TRUE,Cercopithecus ascanius,Cercopithecus,Cercopithecidae,Primates,Mammalia
Lophocebus albigena,NA,FALSE,PREDICT_HV-85,2012,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-85,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,75567,TRUE,Lophocebus albigena,Lophocebus,Cercopithecidae,Primates,Mammalia
Dephomys defua,NA,FALSE,PREDICT_HV-64,2013,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-64,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,1001553,TRUE,Dephomys defua,Dephomys,Muridae,Rodentia,Mammalia
Tupaia glis,NA,FALSE,PREDICT_HV-82,2014,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-82,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,9395,TRUE,Tupaia glis,Tupaia,Tupaiidae,Scandentia,Mammalia
Tupaia glis,NA,FALSE,PREDICT_HV-82,2014,3,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-82,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,9395,TRUE,Tupaia glis,Tupaia,Tupaiidae,Scandentia,Mammalia
Tupaia tana,NA,FALSE,PREDICT_HV-83,2014,3,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-83,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,70687,TRUE,Tupaia tana,Tupaia,Tupaiidae,Scandentia,Mammalia
Tupaia glis,NA,FALSE,PREDICT_HV-83,2014,3,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-83,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,9395,TRUE,Tupaia glis,Tupaia,Tupaiidae,Scandentia,Mammalia
Lophocebus aterrimus,NA,FALSE,strain of Lophocebus aterrimus Lymphocryptovirus 1,2010,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Lophocebus aterrimus lymphocryptovirus 1,Lymphocryptovirus,Herpesviridae,Herpesvirales,TRUE,987113,Herviviricetes,75566,TRUE,Lophocebus aterrimus,Lophocebus,Cercopithecidae,Primates,Mammalia
