Pathogen_Intermediate,Pathogen,taxid,PathogenGenus,PathogenFamily,PathogenOrder,PathogenClass
Trichophyton equinum,Trichophyton equinum,63418,Trichophyton,Arthrodermataceae,Onygenales,Eurotiomycetes
Triodontophorus nipponicus,Triodontophorus nipponicus,1678062,Triodontophorus,Strongylidae,Strongylida,Chromadorea
Trypanosoma equiperdum,Trypanosoma equiperdum,5694,Trypanosoma,Trypanosomatidae,Trypanosomatida,Kinetoplastea
Cystoisospora belli,Cystoisospora belli,482538,Cystoisospora,Sarcocystidae,Eucoccidiorida,Conoidasida
Entamoeba coli,Entamoeba coli,110766,Entamoeba,Entamoebidae,Mastigamoebida,NA
Parascaris sp.,Parascaris sp.,6255,Parascaris,Ascarididae,Rhabditida,Chromadorea
Cylicocyclus adersi,Cylicocyclus adersi,1201087,Cylicocyclus,Strongylidae,Strongylida,Chromadorea
Strongylus asini,Strongylus asini,52887,Strongylus,Strongylidae,Strongylida,Chromadorea
Triodontophorus minor,Triodontophorus minor,1735159,Triodontophorus,Strongylidae,Strongylida,Chromadorea
Leishmania herreri,Leishmania herreri,46464,Leishmania,Trypanosomatidae,Trypanosomatida,Kinetoplastea
Simian foamy virus,Simian foamy virus,11642,Spumavirus,Retroviridae,Ortervirales,Revtraviricetes
Simian immunodeficiency virus,Simian immunodeficiency virus,11723,Lentivirus,Retroviridae,Ortervirales,Revtraviricetes
Strongyloides fuelleborni,Strongyloides fuelleborni,44441,Strongyloides,Strongyloididae,Rhabditida,Chromadorea
Loa loa,Loa loa,7209,Loa,Onchocercidae,Rhabditida,Chromadorea
Plasmodium brasilianum,Plasmodium brasilianum,5824,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida
Trypanosoma minasense,Trypanosoma minasense,83893,Trypanosoma,Trypanosomatidae,Trypanosomatida,Kinetoplastea
Bertiella mucronata,Bertiella mucronata,2817671,Bertiella,Anoplocephalidae,Cyclophyllidea,Cestoda
Dipetalonema gracile,Dipetalonema gracile,221945,Dipetalonema,Onchocercidae,Rhabditida,Chromadorea
Entamoeba sp.,Entamoeba sp.,2006496,Entamoeba,Entamoebidae,Mastigamoebida,NA
Trichomonas sp.,Trichomonas sp.,1987932,Trichomonas,Trichomonadidae,Trichomonadida,NA
Trypanoxyuris minutus,Trypanoxyuris minutus,1630202,Trypanoxyuris,Oxyuridae,Rhabditida,Chromadorea
Plasmodium simium,Plasmodium simium,5859,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida
Plasmodium sp.,Plasmodium sp.,31272,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida
Trypanosoma lewisi,Trypanosoma lewisi,5695,Trypanosoma,Trypanosomatidae,Trypanosomatida,Kinetoplastea
Blastocystis sp.,Blastocystis sp.,46767,Blastocystis,Blastocystidae,Opalinata,Bigyra
Controrchis biliophilus,Controrchis biliophilus,1986111,Controrchis,Dicrocoeliidae,Plagiorchiida,Trematoda
Cyclospora sp.,Cyclospora sp.,44418,Cyclospora,Eimeriidae,Eucoccidiorida,Conoidasida
Prosthenorchis elegans,Prosthenorchis elegans,1781191,Prosthenorchis,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala
Retortamonas sp.,Retortamonas sp.,194531,Retortamonas,Retortamonadidae,NA,NA
Ascaris sp.,Ascaris sp.,27836,Ascaris,Ascarididae,Rhabditida,Chromadorea
Balantidium sp.,Balantidium sp.,2066692,Balantidium,Balantidiidae,Vestibuliferida,Litostomatea
Chilomastix mesnili,Chilomastix mesnili,472572,Chilomastix,Retortamonadidae,NA,NA
Mansonella sp.,Mansonella sp.,2756192,Mansonella,Onchocercidae,Rhabditida,Chromadorea
Plasmodium vivax,Plasmodium vivax,5855,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida
Measles virus,Measles morbillivirus,11234,Morbillivirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Trypanoxyuris microon,Trypanoxyuris microon,338317,Trypanoxyuris,Oxyuridae,Rhabditida,Chromadorea
Aotine herpesvirus 1,Aotine betaherpesvirus 1,50290,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Ateline herpesvirus 3,Ateline gammaherpesvirus 3,85618,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes
Saimiriine herpesvirus 1,Saimiriine alphaherpesvirus 1,10353,Simplexvirus,Herpesviridae,Herpesvirales,Herviviricetes
Saimiriine herpesvirus 2,Saimiriine gammaherpesvirus 2,10381,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes
Torque teno douroucouli virus,Torque teno douroucouli virus,687383,Zetatorquevirus,Anelloviridae,NA,NA
Trypanoxyuris atelis,Trypanoxyuris atelis,338318,Trypanoxyuris,Oxyuridae,Rhabditida,Chromadorea
Dipetalonema yatesi,Dipetalonema yatesi,2783531,Dipetalonema,Onchocercidae,Rhabditida,Chromadorea
Mansonella atelensis,Mansonella atelensis,459503,Mansonella,Onchocercidae,Rhabditida,Chromadorea
Protospirura muricola,Protospirura muricola,1766045,Protospirura,Spiruridae,Rhabditida,Chromadorea
Shigella sonnei,Shigella sonnei,624,Shigella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria
Ateline herpesvirus 1,Ateline alphaherpesvirus 1,35243,Simplexvirus,Herpesviridae,Herpesvirales,Herviviricetes
Ateline herpesvirus 2,Ateline gammaherpesvirus 2,10380,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes
Trypanoxyuris atelophora,Trypanoxyuris atelophora,1630203,Trypanoxyuris,Oxyuridae,Rhabditida,Chromadorea
Dipetalonema caudispina,Dipetalonema caudispina,1766039,Dipetalonema,Onchocercidae,Rhabditida,Chromadorea
Human respiratory syncytial virus,Human orthopneumovirus,11250,Orthopneumovirus,Pneumoviridae,Mononegavirales,Monjiviricetes
Strongyloides cebus,Strongyloides cebus,174719,Strongyloides,Strongyloididae,Rhabditida,Chromadorea
Sparganum sp.,Sparganum sp.,84106,Sparganum,Diphyllobothriidae,Diphyllobothriidea,Cestoda
Bifidobacterium aesculapii,Bifidobacterium aesculapii,1329411,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinomycetia
Bifidobacterium biavatii,Bifidobacterium biavatii,762212,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinomycetia
Bifidobacterium callitrichos,Bifidobacterium callitrichos,762209,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinomycetia
Bifidobacterium hapali,Bifidobacterium hapali,1630172,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinomycetia
Bifidobacterium myosotis,Bifidobacterium myosotis,1630166,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinomycetia
Bifidobacterium reuteri,Bifidobacterium reuteri,983706,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinomycetia
Bifidobacterium stellenboschense,Bifidobacterium stellenboschense,762211,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinomycetia
Bifidobacterium tissieri,Bifidobacterium tissieri,1630162,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinomycetia
Callitrichine herpesvirus 1,Saguinine gammaherpesvirus 1,2169901,NA,Herpesviridae,Herpesvirales,Herviviricetes
Callitrichine herpesvirus 3,Callitrichine gammaherpesvirus 3,106331,Lymphocryptovirus,Herpesviridae,Herpesvirales,Herviviricetes
Flexispira rappini,Flexispira rappini,2354,Flexispira,Helicobacteraceae,Campylobacterales,Epsilonproteobacteria
Macacine herpesvirus 1,Macacine alphaherpesvirus 1,10325,Simplexvirus,Herpesviridae,Herpesvirales,Herviviricetes
Endolimax nana,Endolimax nana,110788,Endolimax,Entamoebidae,Mastigamoebida,NA
Plasmodium gonderi,Plasmodium gonderi,77519,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida
Heterakis sp.,Heterakis sp.,2731334,Heterakis,Heterakidae,Rhabditida,Chromadorea
Schistosoma haematobium,Schistosoma haematobium,6185,Schistosoma,Schistosomatidae,Strigeidida,Trematoda
Dientamoeba fragilis,Dientamoeba fragilis,43352,Dientamoeba,Dientamoebidae,Tritrichomonadida,NA
Hepatocystis sp.,Hepatocystis sp.,77567,Hepatocystis,Plasmodiidae,Haemosporida,Aconoidasida
Human parainfluenza virus 1,Human respirovirus 1,12730,Respirovirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Human parainfluenza virus 2,Human orthorubulavirus 2,2560525,Orthorubulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Simian hemorrhagic fever virus,Simian hemorrhagic fever virus,38143,Deltaarterivirus,Arteriviridae,Nidovirales,Pisoniviricetes
Enterobius vermicularis,Enterobius vermicularis,51028,Enterobius,Oxyuridae,Rhabditida,Chromadorea
Oesophagostomum stephanostomum,Oesophagostomum stephanostomum,92252,Oesophagostomum,Chabertiidae,Strongylida,Chromadorea
Entamoeba chattoni,Entamoeba chattoni,110765,Entamoeba,Entamoebidae,Mastigamoebida,NA
Oesophagostomum bifurcum,Oesophagostomum bifurcum,61179,Oesophagostomum,Chabertiidae,Strongylida,Chromadorea
Ternidens deminutus,Ternidens deminutus,317882,Ternidens,Chabertiidae,Strongylida,Chromadorea
Weissella confusa,Weissella confusa,1583,Weissella,Lactobacillaceae,Lactobacillales,Bacilli
Sebaldella termitidis,Sebaldella termitidis,826,Sebaldella,Leptotrichiaceae,Fusobacteriales,Fusobacteriia
Leishmania shawi,Leishmania shawi,5680,Leishmania,Trypanosomatidae,Trypanosomatida,Kinetoplastea
African green monkey polyomavirus,African green monkey polyomavirus,12480,NA,Polyomaviridae,Sepolyvirales,Papovaviricetes
African green monkey simian foamy virus,African green monkey simian foamy virus,338079,Spumavirus,Retroviridae,Ortervirales,Revtraviricetes
Bertiella studeri,Bertiella studeri,578852,Bertiella,Anoplocephalidae,Cyclophyllidea,Cestoda
Cercopithecine herpesvirus 2,Cercopithecine alphaherpesvirus 2,10317,Simplexvirus,Herpesviridae,Herpesvirales,Herviviricetes
Cercopithecine herpesvirus 5,Cercopithecine betaherpesvirus 5,50292,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Cercopithecine herpesvirus 9,Cercopithecine alphaherpesvirus 9,35246,Varicellovirus,Herpesviridae,Herpesvirales,Herviviricetes
Cyclospora cercopitheci,Cyclospora cercopitheci,88457,Cyclospora,Eimeriidae,Eucoccidiorida,Conoidasida
Human gammaherpesvirus 8,Human gammaherpesvirus 8,37296,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes
Human herpesvirus 8,Human gammaherpesvirus 8,37296,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes
Macaca mulatta polyomavirus 1,Macaca mulatta polyomavirus 1,1891767,Betapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Macacine herpesvirus 5,Macacine gammaherpesvirus 5,154334,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes
Simian virus 12,Simian virus 12,46771,NA,Polyomaviridae,Sepolyvirales,Papovaviricetes
Yaba monkey tumor virus,Yaba monkey tumor virus,38804,Yatapoxvirus,Poxviridae,Chitovirales,Pokkesviricetes
Borrelia harveyi,Borrelia harveyi,1653836,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia
Brachyspira aalborgi,Brachyspira aalborgi,29522,Brachyspira,Brachyspiraceae,Brachyspirales,Spirochaetia
Simian agent virus 12,Simian virus 12,46771,NA,Polyomaviridae,Sepolyvirales,Papovaviricetes
Tanapox virus,Tanapox virus,99000,Yatapoxvirus,Poxviridae,Chitovirales,Pokkesviricetes
Treponema pallidum,Treponema pallidum,160,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia
Cyclospora colobi,Cyclospora colobi,88458,Cyclospora,Eimeriidae,Eucoccidiorida,Conoidasida
Entamoeba nuttalli,Entamoeba nuttalli,412467,Entamoeba,Entamoebidae,Mastigamoebida,NA
Human papillomavirus 5,Human papillomavirus 5,333923,Betapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Papiine herpesvirus 2,Papiine alphaherpesvirus 2,340907,Simplexvirus,Herpesviridae,Herpesvirales,Herviviricetes
Primate tetraparvovirus 1,Primate tetraparvovirus 1,1511913,Tetraparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Lemuricola vauceli,Lemuricola vauceli,2294028,Lemuricola,Oxyuridae,Rhabditida,Chromadorea
Trichurus sp.,Trichurus sp.,1890370,Trichurus,Microascaceae,Microascales,Sordariomycetes
Human metapneumovirus,Human metapneumovirus,162145,Metapneumovirus,Pneumoviridae,Mononegavirales,Monjiviricetes
Mycoplasma pneumoniae,Mycoplasma pneumoniae,2104,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes
Onchocerca volvulus,Onchocerca volvulus,6282,Onchocerca,Onchocercidae,Rhabditida,Chromadorea
Bifidobacterium moukalabense,Bifidobacterium moukalabense,1333651,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinomycetia
Endolimax sp.,Endolimax sp.,2650102,Endolimax,Entamoebidae,Mastigamoebida,NA
Mansonella perstans,Mansonella perstans,42231,Mansonella,Onchocercidae,Rhabditida,Chromadorea
Plasmodium ovale,Plasmodium ovale,36330,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida
Plasmodium reichenowi,Plasmodium reichenowi,5854,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida
Pongine herpesvirus 3,Gorilline gammaherpesvirus 1,159604,Lymphocryptovirus,Herpesviridae,Herpesvirales,Herviviricetes
Primate bocaparvovirus 1,Primate bocaparvovirus 1,1511871,Bocaparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Providencia sp.,Providencia sp.,589,Providencia,Morganellaceae,Enterobacterales,Gammaproteobacteria
Troglodytella abrassarti,Troglodytella abrassarti,482403,Troglodytella,Troglodytellidae,Entodiniomorphida,Litostomatea
Abiotrophia defectiva,Abiotrophia defectiva,46125,Abiotrophia,Aerococcaceae,Lactobacillales,Bacilli
Acanthamoeba astronyxis,Acanthamoeba astronyxis,65658,Acanthamoeba,Acanthamoebidae,Longamoebia,NA
Acanthamoeba castellanii,Acanthamoeba castellanii,5755,Acanthamoeba,Acanthamoebidae,Longamoebia,NA
Acanthamoeba culbertsoni,Acanthamoeba culbertsoni,43142,Acanthamoeba,Acanthamoebidae,Longamoebia,NA
Acanthamoeba hatchetti,Acanthamoeba hatchetti,65660,Acanthamoeba,Acanthamoebidae,Longamoebia,NA
Acanthamoeba lenticulata,Acanthamoeba lenticulata,29196,Acanthamoeba,Acanthamoebidae,Longamoebia,NA
Acanthamoeba polyphaga,Acanthamoeba polyphaga,5757,Acanthamoeba,Acanthamoebidae,Longamoebia,NA
Achromobacter aegrifaciens,Achromobacter aegrifaciens,1287736,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria
Achromobacter animicus,Achromobacter animicus,1389935,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria
Achromobacter anxifer,Achromobacter anxifer,1287737,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria
Achromobacter denitrificans,Achromobacter denitrificans,32002,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria
Achromobacter dolens,Achromobacter dolens,1287738,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria
Achromobacter insolitus,Achromobacter insolitus,217204,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria
Achromobacter insuavis,Achromobacter insuavis,1287735,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria
Achromobacter marplatensis,Achromobacter marplatensis,470868,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria
Achromobacter mucicolens,Achromobacter mucicolens,1389922,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria
Achromobacter piechaudii,Achromobacter piechaudii,72556,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria
Achromobacter pulmonis,Achromobacter pulmonis,1389932,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria
Achromobacter ruhlandii,Achromobacter ruhlandii,72557,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria
Achromobacter spanius,Achromobacter spanius,217203,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria
Acidaminococcus intestini,Acidaminococcus intestini,187327,Acidaminococcus,Acidaminococcaceae,Acidaminococcales,Negativicutes
Acinetobacter baylyi,Acinetobacter baylyi,202950,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
Acinetobacter bereziniae,Acinetobacter bereziniae,106648,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
Acinetobacter guillouiae,Acinetobacter guillouiae,106649,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
Acinetobacter gyllenbergii,Acinetobacter gyllenbergii,134534,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
Acinetobacter haemolyticus,Acinetobacter haemolyticus,29430,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
Acinetobacter nosocomialis,Acinetobacter nosocomialis,106654,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
Acinetobacter parvus,Acinetobacter parvus,134533,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
Acinetobacter pittii,Acinetobacter pittii,48296,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
Acinetobacter radioresistens,Acinetobacter radioresistens,40216,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
Acinetobacter schindleri,Acinetobacter schindleri,108981,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
Acinetobacter seifertii,Acinetobacter seifertii,1530123,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
Acinetobacter septicus,Acinetobacter septicus,465797,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
Acrophialophora fusispora,Acrophialophora fusispora,391091,Acrophialophora,Chaetomiaceae,Sordariales,Sordariomycetes
Actinobacillus hominis,Actinobacillus hominis,719,Actinobacillus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
Actinobaculum massiliense,Actinobaculum massiliense,202789,Actinobaculum,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinobaculum schaalii,Actinotignum schaalii,59505,Actinotignum,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomadura madurae,Actinomadura madurae,1993,Actinomadura,Thermomonosporaceae,Streptosporangiales,Actinomycetia
Actinomadura meyerae,Actinomadura meyerae,240840,Actinomadura,Thermomonosporaceae,Streptosporangiales,Actinomycetia
Actinomadura pelletieri,Actinomadura pelletieri,111805,Actinomadura,Thermomonosporaceae,Streptosporangiales,Actinomycetia
Actinomadura sputi,Actinomadura sputi,589159,Actinomadura,Thermomonosporaceae,Streptosporangiales,Actinomycetia
Actinomucor elegans,Actinomucor elegans,64647,Actinomucor,Mucoraceae,Mucorales,Mucoromycetes
Actinomyces cardiffensis,Schaalia cardiffensis,181487,Schaalia,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomyces dentalis,Actinomyces dentalis,272548,Actinomyces,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomyces europaeus,Gleimia europaea,66228,Gleimia,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomyces funkei,Schaalia funkei,132933,Schaalia,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomyces georgiae,Schaalia georgiae,52768,Schaalia,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomyces gerencseriae,Actinomyces gerencseriae,52769,Actinomyces,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomyces graevenitzii,Actinomyces graevenitzii,55565,Actinomyces,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomyces hominis,Gleimia hominis,595468,Gleimia,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomyces hongkongensis,Pauljensenia hongkongensis,178339,Pauljensenia,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomyces johnsonii,Actinomyces johnsonii,544581,Actinomyces,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomyces massiliensis,Actinomyces massiliensis,461393,Actinomyces,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomyces nasicola,Bowdeniella nasicola,208480,Bowdeniella,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomyces neuii,Winkia neuii,33007,Winkia,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomyces oricola,Actinomyces oricola,206043,Actinomyces,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomyces oris,Actinomyces oris,544580,Actinomyces,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomyces radicidentis,Actinomyces radicidentis,111015,Actinomyces,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomyces radingae,Schaalia radingae,131110,Schaalia,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomyces timonensis,Actinomyces timonensis,1288391,Actinomyces,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomyces turicensis,Schaalia turicensis,131111,Schaalia,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinomyces urogenitalis,Actinomyces urogenitalis,103621,Actinomyces,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinotignum sanguinis,Actinotignum sanguinis,1445614,Actinotignum,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinotignum schaalii,Actinotignum schaalii,59505,Actinotignum,Actinomycetaceae,Actinomycetales,Actinomycetia
Actinotignum urinale,Actinotignum urinale,190146,Actinotignum,Actinomycetaceae,Actinomycetales,Actinomycetia
Adlercreutzia equolifaciens,Adlercreutzia equolifaciens,446660,Adlercreutzia,Eggerthellaceae,Eggerthellales,Coriobacteriia
